gum_06799_01236793543	અણીયાળી ભીમજી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_07046_00218399168	આલ્કોહોલિક પીણાનું વેચાણ વધારાના કરોને ભોગવે છે.
gum_06612_01488287649	તેણે અન્ય કોઇ કારણોસર નાણાં લીધાં હતાં જ્હોન હેડ નોટ સ્ટોલન ધ મની
gum_09061_01030883079	જેનું ઉદ્ગમ બીકોલ ક્ષેત્ર મનાય છે.
gum_09192_01061770742	અડાલજની વાવ ગુજરાતનાં અમદાવાદ પાસેથી પસાર થતાં સરખેજ-ગાંધીનગર ધોરીમાર્ગ ઉપર ગાંધીનગર જિલ્લામાં અડાલજ ગામમાં આવેલી છે.
gum_09192_01093993148	આઈરિશો અલ્સટરના મોટાભાગના પ્રોટેસ્ટન્ટ હતા.
gum_09061_01869427168	અને જણાવ્યું કે ઉત્તરાના વિવાહ તેના પુત્ર અભિમન્યુ સાથે કરવામાં આવે.
gum_08758_01820967833	એમાં ફારસી ઉર્દૂ શબ્દોની સાથે સંસ્કૃત તત્સમ અને તદભવ શબ્દોની સાહજિકતાથી પ્રયોજાયેલા છે.
gum_00856_02128271385	તેની વિવિધ પેટર્નની નેકલાઈન અને સ્લિવ્સ  બાય  ની સુંદરતા તે પોશાકના લાવણ્યમાં ઉમેરો કરે છે.
gum_00987_01543884502	ઘણા દિવસોથી હેરાન કરતો ગઠિયાનો રોગ એકવીસ દિવસમાં મટી જાય છે
gum_09061_00814212595	આંબાસર ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_02348_01192967276	તે ક્ષેત્રમાં આપણી સામે રોજ કાંઇ ને કાંઇ લડાઇ ચાલ્યા જ કરતી હોય છે.
gum_00856_01922450480	અનિદ્રા માટેની સારવાર નક્કી કરતા પહેલા પરિબળ ઓળખવુ અથવા તબીબી અડચણ દૂર કરવુ જરૂરી છે.
gum_00553_01508182041	આના બીજનો ઉપયોગ રસોઈમાં મસાલા તરીકે થાય છે.
gum_08758_00048644650	તે બળપૂર્વક ગ્રાઉન્ડસ્ટ્રોક મારી શકે છે અને ડ્રોપ શોટ પણ રમી જાણે છે.
gum_07046_00203295300	તેમનો જન્મ ચૌદ ઓક્ટોબર ઓગણીસ સો પચાસના રોજ પૂણે
gum_00856_01575729865	આમ યુદ્ધના તેરમા દિવસે તેની ખૂબ જ મહત્વપૂર્ણ ભૂમિકા રહી.
gum_09061_01939775951	અદાલવાડા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_01366_00645408555	ઉત્તર દિશામાં જાઓ
gum_08758_01316714509	કર્દમ મુનિની દીકરી શાંતિ સાથે તેમનો વિવાહ થયો હતો.
gum_07349_02028124629	આશાવાલમાં જૈન અને બ્રાહ્મણોનાં મંદિરો હતા.
gum_00505_01259708378	અળવીની ડાળીઓ પણ કાન્હ ચૂઆ નામના સૂપમાં વપરાય છે
gum_00553_01574881542	એક ઉત્સવના દિવસે સ્ત્રીઓ સપ્તર્ષિની પૂજા કરે છે ને તે દિવસે માત્ર ભાત અને અળાવીની ભાજી ખાય છે.
gum_06799_01335755432	કાર્યના ઘટાડાની સાથે રચનાત્મક પસંદગીમાં પણ ઘટાડો થયો અને તેના પરિણામે નાશ કરવાપાત્ર ફેરફારો એકઠા થયા.
gum_02348_00574786891	આવી સ્થિતિ થતાં કૌરવ મહારથીઓએ સાથે મળીને તેની પર હુમલો કર્યો.
gum_06612_00808956268	જિબ્રઈલ અન્ય ફરિશ્તાઓ સાથે આવીને અમારા ચોકીદાર બન્યા છે
gum_06612_00940595163	અખંડ સૌભાગ્યવતી ઓગણીસો ત્રેસઠ ગુજરાતી ચલચિત્રોના ઈતિહાસમાં એક યાદગાર ચલચિત્ર હતું
gum_07349_01265139184	આરાસુરનું અંબાજીનું મંદિર દંતકથામાં શ્રીકૃષ્ણથીયે જુના કાળનું મનાય છે.
gum_06799_01543359523	પદાર્થ પ્રકાશના કણોમાંથી પોતાની કામગીરીનો મોટો ભાગ પ્રાપ્ત નથી કરી શકતા
gum_07349_02102961385	પુખ્ત ન થયેલા છોડનાં પાન તથા ગાંઠ વિષકારક હોવાને કારણે અખાદ્ય ગણાય છે.
gum_01366_00982575801	અડધો માઇલમાં
gum_02348_01593201259	એફએ કપ વિશ્વની સૌથી પ્રાચિન ફુટબોલ સ્પર્ધા છે.
gum_09192_01533141472	ગણિતની પરિભાષામાં અવયવ શબ્દનો વપરાશ બહોળો છે
gum_09061_01455803941	અંબાવ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_07349_01571211517	નાઇટની ઉપાધી મેળવનાર ન્યૂટન પ્રથમ વૈજ્ઞાનિક હતા.
gum_00202_01803751025	તઝકિરતુલ જલીલ વગેરે કિતાબોમાં આ બાબતે વિસ્તારથી વર્ણન કરવામાં આવ્યું છે
gum_08758_01940441852	તેઓ જ્ઞાનમાર્ગી વાણીનાં સર્જક સંતકવિ છે.
gum_07349_00054616887	ઊંઘ દરમિયાન શ્વાસનપ્રક્રિયામાં ગેરવ્યવસ્થા અથવા તબીબી હતાશાના કારણે ઊંઘની ગુણવત્તા નબળી થઈ શકે છે.
gum_01366_01624140247	તમે આવી પહોંચ્યાં
gum_07046_00950513713	અરકાનસાસ ડેલ્ટાએ આસન્ન મીસીસિપીના લીધે વારંવાર પૂર આવવાના કારણે સમૃદ્ધ ભાંઠા રેતીના સપાટ મેદાનો છે.
gum_07046_01437300298	અર્જુને કુરુક્ષેત્રના યુદ્ધ દરમ્યાન તેના જ એક ભાઈ કર્ણનો વધ કર્યો જે પાંડવો વિરુદ્ધ કૌરવોને પક્ષે લડતો હતો.
gum_08758_01210893830	અનાવલ ગામમાં ખાસ કરીને આદિવાસી તેમ જ મુસલમાન તથા અન્ય જાતિના લોકો વસે છે.
gum_06612_00414870323	અરદેશીરે ખૂબ જ નાની ઉમરમાં તેમની બહેન યાદગારને તેમના જ પરિવારની એક ભાગી રહેલી ગાયથી બચાવી હતી
gum_00856_01868688640	પચ્ચીસ વર્ષ વયના અભિનવ બિંદ્રા એર રાયફલ નિશાનેબાજ તરીકે વર્ષ બે હજાર છમાં પણ વિશ્વવિજેતા થયા હતા.
gum_07046_01836353339	અલાબામા દેગચાના હાર્ટના રૂપમાં પણ ઓળખાય છે.
gum_00505_01070727695	અરબ ટીંબડી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_00856_01639817736	ત્યાર પછી ઉત્તરથી આવેલ મુસલમાનો ત્યાં વસ્યા હતાં.
gum_09061_01466489626	ઉપયુક્ત અને પર્યાપ્ત ભોજન ન મળવાથી નેત્રોમાં રોગ થઈ જાય છે જેનું પરિણામ અંધપો હોય છે.
gum_00553_01561115503	જો કે અય્યાવળીમાં અંતિમ ધ્યેય આદર્શ ધર્મ યુગમ યુગ્મ માં છે જેને સ્વર્ગની અબ્રાહ્મિક સરખામણી ગણી શકાય.
gum_07046_00420301090	આંબલીમાળ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_07046_01218837614	અંબિકા પશ્ચિમ દિશા તરફ વહેતી નદીઓ પૈકીની એક મહત્‍વની નદી છે.
gum_00553_00748330907	અદેરાન ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_02348_01996521324	તેમની પ્રારંભિક કલાકૃતિઓમાં પેરિસના અમુક કલાકારોનો પાશ્ચાત્ય પ્રભાવ પ્રભાવ સાફ ઝલકે છે.
gum_08710_00183869313	આમ છતાં અમિતાભ આ મુદ્દે ટીકા કરવાથી દૂર રહ્યો હતો
gum_09061_00453402441	કાર્તિકેયજીને રાહુના દેવતા અને ગણેશજીને કેતુના દેવતા માનવામાં આવે છે.
gum_06799_02082366700	અમરાપર ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_09192_01846989525	તેમની પોતાની રણગાડી પર અનેકો ગોળાઓ પડવા છતાંય તેઓ ડગ્યા નહિ અને પાયદળને ચાવીંદા પર હુમલા કરવા માટે સહાયતા કરતા રહ્યા.
gum_02348_00020539927	તે બધાં પૂરાવાનો વિચાર કરીને હત્યા કોણે કરી તે શોધે છે.
gum_09061_00647808772	દુશ્મનો સામે દર્શાવેલ દેખીતી બહાદુરી માટે ખેતરપળને યુદ્ધસમયના સર્વોચ્ચ લશ્કરી સન્માન પરમવીર ચક્ર વડે સન્માનિત કરવામાં આવ્યા.
gum_01366_01891344604	ચાર રસ્તા પર રસ્તા પરનું નિર્ગમન
gum_08710_00623925775	અક્ષય કુમારનો જન્મ પંજાબના અમૃતસરમાં એક પંજાબી કુટુંબમાં થયો હતો
gum_07046_02101474468	આત્મા અથવા સ્વ  આત્મન્  બ્રહ્મ સાથે એકરૂપ છે.
gum_08407_00279654045	આ સિવાય અળવીમાંથી બાળકો માટે પોટી પોટી નામની સુપ જેવી વાનગી બનાવાય છે
gum_08710_00961558358	અબીયાણા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_08841_00537984721	તેને ટૂંકી વળાંકદાર ચાંચ અને ટૂંકી ચાચોર પૂંછડી તથા લાંબી પાંખો હોય છે.
gum_01366_00438035630	ચારસો ફૂટમાં
gum_00505_00425296288	આ સ્ટુડિયોની ડિઝાઇન ડબલ્યુ_letter-gu એસ_letter-gu ડી_letter-gu જી_letter-gu ના વિખ્યાત સ્ટુડિયો સ્થાપત્યકાર જોન સ્ટોરિકે કરી હતી
gum_02348_00996959589	પરંતુ ભીષ્મ પોતાની બ્રહ્મચર્યની પ્રતિજ્ઞામા અડગ રહ્યા.
gum_00856_00645748111	તેણે હાલના આસામથી ઈરાનની સરહદ સુધીનો વિસ્તાર ફક્ત આઠ વર્ષોમાં પોતાને હસ્તગત કરી લીધો હતો.
gum_09061_00487098858	પણ આકડાની ડાળે મધ હોય તો તે સહેલાઇથી મળી શકે.
gum_07349_00044058093	ઉત્પાદકો અને અન્ય આંતરરાષ્ટ્રીય વેપારમાં પત્રાચાર કે અન્ય પ્રકારના સંપર્કો પાયાના અંગ્રેજીમાં કરવામાં આવે છે.
gum_06799_01776949938	તૂટેલા ટુકડાઓની વચ્ચે રૂધિર ગાંઠ રચવા રૂધિર ઘટ્ટ થાય છે.
gum_06612_02027672931	તેમણે અમદાવાદ શહેરની સ્થાપના કરી અને તેને ગુજરાત સલ્તનતનું પાટનગર બનાવ્યુ
gum_08710_01677166107	એક સામાન્ય ગેરસમજ એવી છે કે વ્યક્તિની ઉંમર વધવાની સાથે ઊંઘનું પ્રમાણ ઘટતું જાય છે
gum_00553_01484717303	દિવ્ય્ભાસ્કર પર વર્ષ વિક્રમ સંવત પ્રમાણે આપેલ છે.
gum_08758_00729299695	અન્ય શબ્દો કલા અને રોજિંદા જીવનને લગતા છે.
gum_06612_00288022107	તેઓ શિવકુમાર શુક્લ નીચે સંગીત શીખ્યા
gum_08758_01300878091	આંબલીયાસણ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_00505_01972185077	ઘણાં રાષ્ટ્રવાદી લોકોને લાગ્યું કે હિંસાની એકલ દુક્કલ ઘટનાને કારણે અસહકરની ચળવળ વધુ ચાલવી જોઈએ
gum_00987_01729896519	તિથીતોરણ વર્ષ વિક્રમ સંવત પ્રમાણે આપેલ છે
gum_06612_00142092203	આંબોસ ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_06799_00744749881	ચિત્તૂર ચિત્તૂર જિલ્લાનું મુખ્ય મથક છે.
gum_07046_00064590580	ઋગવેદમાં ઇન્દ્ર અને વરૂણની સાથે અગ્નિને પણ મહાન દેવ ગણવામાં આવ્યા છે.
gum_06799_00377255198	એક સપ્તાહ કરતા ઓછા સમય પછી અમેરિકાના ટ્રાન્સએટલાન્ટિક સંયુક્ત સાહસને શરૂ કરવામાં આવ્યું હતું.
gum_05251_00427107638	ગુફાની અંદરની દીવાલો પર ચિત્રો દોરવાની પ્રેરણા પ્રાગૈતિહાસિક ગુફાચિત્રો પરથી મળી.
gum_00987_01889412021	કિરણ કુમાર રેડ્ડીનું કુટુંબ ચિત્તૂરનું છે
gum_08758_01327190468	ક્યારેક નિઃસ્રાવી એંડોક્રાઇન વિકાર પણ અતિસારના રૂપમાં પ્રકટ થાય છે
gum_08758_01688473614	ઉદાહરણ તરીકે શિવલિંગને રુદ્રાભિષેક કરવામાં આવે છે.
gum_07349_01548744795	ત્યાર બાદ તે એન્ગ્લો સાક્સોન લિપિમાં લખાવાની શરૂઆત થઇ.
gum_00856_00945372402	ઉદાહરણ માટે બીજો નિયમ ગ્રહો અને એક પડતા પદાર્થ પર પણ લાગૂ થાય છે.
gum_07046_01651539026	અલવાર જિલ્લાનું મુખ્ય મથક અલવાર શહેરમાં આવેલું છે.
gum_05251_01053539948	જોકે અર્જુન મહાભારતના ઘણાં વીર નાયકો માંનો એક છે જ્યારે અર્શ ની કથામાં અન્ય નાયકોની વાત નથી.
gum_07349_01965250249	આકડાના છોડ ઉપર મધનું પોડું હોય અને માખીઓ વગરનું હોય તો લેવાનું ઘણું સહેલું થઇ પડે.
gum_06799_00751908245	તે પોતાનો જીવ બચાવવા અહીં તહીં ભટકી રહ્યો હતો.
gum_07046_00431113881	અંચેલી ગામ મુંબઇથી અમદાવાદ જતા રેલ્વે માર્ગ ઉપર આવેલું નવસારી અને અમલસાડ વચ્ચે આવેલું નાનું સ્ટેશન છે.
gum_05251_00818084913	અમરવાલગામપુર ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_05251_01436038797	ઐતિહાસિક અમદાવાદ આજે ધીકતું વ્યાપારી કેન્દ્ર છે.
gum_07349_01751988216	તેમણે હિન્દી ફિલ્મમા પણ સંગીત આપેલુ છે.
gum_00553_00689919113	તેની અંદરના થાંભલા વૃક્ષો અને સ્ટોન હેંજ થી પ્રેરિત છે.
gum_06799_00445978734	તેઓ પહેલાની લંડન ગુઈલ્ડહાલ યુનિવર્સિટીના ઈવા કોલોર્ની ટ્રસ્ટના યોગદાનકર્તા છે.
gum_00987_01681572522	આઇટીસી ભારતની પહેલી અને વિશ્વની બીજી એવી કંપની છે જેને પ્રતિષ્ઠિત ડેવલપમેન્ટ ગેટવે પુરસ્કાર જીતવાની તક મળી છે
gum_06799_00372848566	કોલેજનની સ્થિતિસ્થાપકતા હાડકાના ટુકડાઓને થોડી માત્રામાં હલન ચલન થવા દે છે સિવાય કે ભારે કે સતત બળ આપવામાં આવ્યું હોય.
gum_02348_00170864260	અર્જુન એક અજોડ અને પ્રતિભાશાળી વિદ્યાર્થી હતો.
gum_00505_00134591878	આસપાસ ના વિસ્તારમાંથી વરસ દરમ્યાન હજારો ભાવિકોનો અવિરત પ્રવાહ ચાલુ રહેતો હતો
gum_06612_00327207272	તેમના આગળના ભવની સ્વભાવની સરળતાના વારસાગત ગુણોને પરિણામે ગર્ભમાં છ્યવન પામતાં જ આસપાસના વાતાવરણમાં શાંતિ અને શાતા ફરી વળી
gum_07349_00536948139	એટલું જ નહીં તેઓ આ પ્રકારની સામગ્રીનો ઉપયોગ અણુશસ્ત્રોનું કે અન્ય અણુવિસ્ફોટક સામગ્રીનું ઉત્પાદન કરવા માટે નહીં કરે.
gum_00856_00197503011	એ આ કક્ષ હતો જે દુર્યોધનની ઈર્ષ્યાની ચરમ સીમાનું કારણ બન્યો.
gum_08758_00022096257	અન્ય એક ઉદાહરણ છે પાછળની તરફ બંદૂકનો ધક્કો અનુભવવો.
gum_08407_01250717779	અચિસરા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_06799_00518969932	આંબા જંગલ ગામમાં સો ટકા આદિવાસી લોકો વસે છે.
gum_08758_01726300040	આથી અશ્વત્થામા દ્વારા વારે વારે બ્રહ્માસ્ત્ર ઉપયોગ કરતો રોકવા દ્રોણે તેને અધૂરું જ્ઞાન જ આપ્યું.
gum_06799_01166317244	તેમણે જાણીતી ધારાવાહિક રામાયણમાં લંકાપતિ રાવણના પાત્રથી ખૂબ પ્રસિદ્ધિ મેળવી હતી.
gum_08710_00195921739	કુંતીનો પુત્ર તથા વાસુદેવ શ્રી કૃષ્ણનો મિત્ર હોવાની સાથે પાંચ પાંડવોમાં અર્જુન ત્રીજો હતો
gum_08407_01421846081	અરસોડીયા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_00987_01140490633	ત્યારબાદ તે જ વર્ષે તેઓ કેમ્બ્રિજમાં ટ્રિનિટી કૉલેજમાં ગયા
gum_00553_00753220254	ધનુર્વિદ્યામાં પણ તેઓ પારંગત હતા અને હમેશ ધનુષ્ય સાથે રાખી ફરતા.
gum_06799_00294833736	એ એડવાન્ટેજ અમેરિકન એરલાઇન્સનો ફ્રિકવન્ટ ફ્લાયર પ્રોગ્રામ છે.
gum_06612_00598372020	આધુનિક ભારતીય નાટકોમાં તેમના યોગદાનથી ઘણી વખત હિન્દી ફિલ્મોમાં મુખ્ય કલાકાર તેમની લોકપ્રિયતાથી ઢંકાઇ જાય છે
gum_08710_00622851493	અણીયોર ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
gum_00202_00033703088	તેમણે કાંચના દરવાજા અને એર કંડીશનર પણ રાખ્યા છે
gum_00505_00201211217	તેઓએ ભારતીય રાષ્ટ્રીય કોંગ્રેસ પક્ષમાંથી પોતાની ઉમેદવારી નોંધાવી હતી
gum_07046_00251278366	અળવીના કંદમાં ધાતુવૃદ્ધિ કરવાની પણ શક્તિ રહેલી છે.
gum_07349_01395440170	અણધાર્યો વરસાદ આવે ત્યારે તેના પાનનો છત્રીની જેમ ઉપયોગ કરવામાં આવે છે.
gum_08841_01111104666	ખાસ અંગ્રેજી એ અંગ્રેજીનું સરળ સ્વરૂપ છે જેનો ઉપયોગ વોઇસ ઓફ અમેરિકા દ્વારા કરવામાં આવે છે.
gum_00856_01135438588	તેમને ઋગ્વેદના પાંચમા મંડલના બોતેરમા સક્તના કર્તા ઋષિ ગણવામાં આવે છે.
gum_09061_02005423414	જે અરણ્યમાં ભય ન હોય તેને અભયારણ્ય કહેવામાં આવે છે.
gum_00553_02020450200	નીચે લીટી દોરેલા શબ્દોમાં પ્રશ્નોનાે હા અથવા ના માં જવાબ આપતાં સ્વર ઊંચો જાય છે.
gum_09192_01839493709	એના નિયમિત સેવનથી આયુષ્યમાં પાચ થી દસ વર્ષનો વધારો થાય છે.
gum_01366_00502398205	ફોર્ક પર જમણે રહો
gum_06799_00312315467	અમૂલે આજે ભારતને વિશ્વનો સૌથી મોટો દૂધ ઉત્પાદક બનાવ્યો છે.
gum_00553_00207666586	ત્યાર પછીના બે મહિનામાં સ્વયંસેવકોની મદદ અને અનુદાનના રૂપિયા થી શાળાનુ નવુ મકાન બંધાયુ.
gum_09061_01492653331	છત્રપતિ શિવાજી આંતરરાષ્ટ્રીય એરપોર્ટનું આંતરરાષ્ટ્રીય ટર્મિનલ સહાર ગામની નજીક અંધેરી પૂર્વમાં આવેલું છે.
gum_00505_00862706003	આઇટીસીનો કૃષિ વ્યવસાય કૃષિ ઉત્પાદનોની નિકાસ કરતો બીજા નંબરનો નિકાસકર્તા વ્યવસાય છે
gum_00856_01135609755	અદ્વૈત વેદાંતમાં વિતેલી સદીઓમાં ભારત અને અન્ય દેશોમાં અનેક ગુરુઓ થઈ ગયા.
gum_01366_01139981791	ડાબે વળો
gum_00856_00317753388	આસપાસનાં વિસ્તારોમાં આવેલાં ગામો સાથે પણ આ ગામ પાકા સડક માર્ગ દ્વારા જોડાયેલું છે.
gum_09061_01305406756	આ મંદિર તાપી નદીના કિનારા પર આવેલું છે જેની સ્થાપના ઇસવીસન ઓગણીસ સો ઓગણસિત્તેર માં સ્થાપિત કરવામાં આવી હતી.
gum_02348_00589149135	ઘણા એવું માને છે કે અકબર દખ્ખણની મુલાકાત માટે ગયા ત્યારે તે અમુક બીમારીથી મૃત્યુ પામી હતી.
gum_00553_00843147911	ઊંધની દવાના વિશેષજ્ઞો વિવિધ પ્રકારની ઊંઘની ગેરવ્યવસ્થાના નિદાન માટે સક્ષમ અને પ્રમાણિત છે.
gum_06799_00553626352	પેટાજૂથ અસ્થિભંગના અન્ય ગુણોને સ્થાનભ્રંશ
gum_06612_00066139883	ઇઝરાયેલ સરકારે અણુશસ્ત્રો હોવાનો ક્યારેય સ્વીકાર કર્યો નથી કે ક્યારેય ઇનકાર કર્યો નથી
gum_09192_02033210762	નિમ્ન સ્તરની વનસ્પતિઓના અંડ કોષને ઊસ્ફીયર કહે છે.
gum_05251_01489012195	જો સારવાર ન કરવામાં આવે તો કમ્પાર્ટમેન્ટ સિન્ડ્રોમને કારણે અસરગ્રસ્ત ઉપાંગને કાપવું પડે છે.
gum_05251_01246548731	પંચવટી ઉઘાન સાથે મંદિરનું આઘુનિક કામ ચાલુ છે.
gum_08758_00328036698	આદિકાળમાં મનુષ્ય અનેક ક્રિયાઓ તથા ઘટનાઓ પાછળનાં કારણોને સમજી ન શકતો હતો.
gum_09192_00963227555	આ બાર તેર સૈકા જૂનું કચ્છનું એક શહેર છે.
gum_08710_01862893682	ત્યાર બાદ રેન્કમાં તબદીલ કરેલી ડેટા પર સ્ટાન્ડર્ડ એનોવાની ગણતરી કરો
gum_06799_00310091625	ન્યુયોર્ક શહેરના મેનહટ્ટનમાં આવેલા હેલ્સ કિચન વિસ્તારમાં રહેલી એકલી માતા દ્વારા તેનો ઉછેર કરવામાં આવ્યો હતો.
gum_06799_00695956837	ગુજરાતમાં પણ મુખ્યત્વે જૂનાગઢ ખાતે સાધુઓના અખાડાઓ આવેલા છે.
gum_06799_00164612011	એર વર્કસના ટેકનિશિયન ભરત બોર્ગે ભાંગફોડ થયેલી જોઈ ત્યારે હેલિકોપ્ટર મુંબઈ હવાઈ મથકના હેન્ગરની બહાર ઊભું હતું.
gum_00553_00141827995	આ માટે હેન્ડ્રીએ અનુભવ કે જાણકારીના અભાવને જવાબદાર ઠેરવ્યાં હતા.
gum_02348_00602682959	અમદાવાદ શહેર ઇતિહાસમા એક અન્ય કારણે પણ પ્રસિદ્ધ છે
gum_00856_00684534264	તેમ છતાં પણ ચીની ભાષાઓની સરખામણીએ તે બીજા ક્રમે આવે છે.
gum_08758_01858284770	અલી ખેરવા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_00553_01235951731	એટલે તે ક્ષેત્ર વિદ્રોહ માટે ઉપયોગી હતું.
gum_09061_00340956513	અલગટ ભારત દેશના પશ્ચિમ ભાગમાં આવેલા ગુજરાત રાજ્યના સુરત જિલ્લાના મહુવા તાલુકાનું મહત્વનું ગામ છે.
gum_00856_00174678833	અણીયારી ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે.
gum_07349_02083487574	જેમાં દરેક ટીમ આખી સિઝન દરમિયાન પરિણામોને અનુરૂપ અંકો પ્રાપ્ત કરે છે.
gum_00553_02102099067	પાકની કાપણી હાથે વપરાતા ઓજારો વાપરીને કરવામાં આવે છે.
gum_09061_00369639126	અમલેશ્વર મહાદેવનુ પૌરાણિક સ્વયંભૂ પ્રગટ શિવલિંગ ધરાવતુ શિવમંદિર હોવાને કારણે આ ગામનું નામ અમલેશ્વર પડ્યુ હોવાનું મનાય છે.
gum_00505_01808856954	આંબાવાડીયા ગામના લોકોનો મુખ્ય વ્યવસાય ખેતી છે
