mrt_09697_01340441298	आपण सगळेच गडबड करतो . मी फक्त ते शक्य तितक्या मजेशीर पद्धतीने करायचा प्रयत्न करते
mrt_03398_01708843700	आता एच डी एफ सी बँकेची अकरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे . परवा तिचा उद्घाटन समारंभ आहे
mrt_04310_01996074242	अनेक मंदिरांमध्ये शेजारतीपूर्वी देवाला विडा देण्याची पद्धत असते
mrt_04310_01373698626	अमोलने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात पहिला आला
mrt_02436_01892442856	कॅथरीन हेपबर्न ही हा सन्मान प्राप्त झालेली तेरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_01523_00252218064	मी तुम्हाला कशाप्रकारे मदत करू शकतो ?
mrt_02624_01499579859	छान . मी तुमच्यासाठी काय करू शकते ?
mrt_02484_01291991620	अश्विनी परवा नैरोबीमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला जॉर्ज क्लूनीचा पुतळा दिसला
mrt_01523_01894328584	इशांत शर्मा हा मिला कुनिसचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_04310_00673142198	अनुष्का शर्मा यांना जॅझ इतके आवडते की गेली अनेक वर्षे त्या याचे शास्त्रशुद्ध शिक्षण घेत आहेत व त्यांनी यात बरीच प्रगती केली आहे
mrt_02484_00744179640	मला मदत करायची आहे हे मला माहीत आहे . मी तुमच्यासाठी काय करू शकते ?
mrt_02436_01670669109	ओह मी तुम्हाला काय मदत करू शकतो ?
mrt_04310_00565287519	अश्विनीचा जन्म दोन हजार नऊ सालातील जुलै या महिन्यात बोईसर इथे झाला
mrt_02624_01455070941	अरेरे मी तुम्हाला काय मदत करू शकतो ?
mrt_03397_00961823942	मी जे केलं , तेच आहे का हे ? तुम्ही ह्याची तक्रार इथे करू शकता
mrt_02624_00818693749	अँड्रू मॅकडोनाल्डने गेल्या सामन्यात अपूर्व कामगिरी करून दाखवल्यावर यावेळी मुंबई इंडियन्स संघाने त्याच्या मानधनात घसघशीत वाढ केली
mrt_09697_02028247530	आफ्टर अवर्स ट्रेडिंगमधे गुगल दोन दशांश तीन टक्क्यांनी वाढून सातशे पन्नास डाॅलरवर आलं आहे
mrt_03397_01708227233	एक बस वीस मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पस्तीस मिनिटं आहेत
mrt_03397_01861121302	एकोणीसशे ब्याण्णव सालच्या बेखुदी चित्रपटामधून काजोलने बॉलिवूडमध्ये पदार्पण केलं
mrt_02436_00133253801	अरेरे मी तुम्हाला काय मदत करू शकतो ?
mrt_03397_00129434087	एकटं राहण्याचे काही फायदे असतात
mrt_03397_00969452707	मी तुमच्यासाठी काही करू शकते का ?
mrt_03397_01168937770	एखाद्या कोर्समधे प्रवेश घेऊन प्रयत्न करा
mrt_03397_00460449966	माझ्यासाठी सर्वांत कठीण काय ? कधीकधी गप्पांमध्ये आलेली एखादी गोष्ट समजून घेणं मला कठीण जातं
mrt_02484_01631213099	तुम्ही ते शेवटचं कुठे ठेवलं होतंत तिथे पहा ?
mrt_02484_00152516072	तुम्हाला तर मला प्रश्न विचारायचे होते ना ?
mrt_02484_02023621375	अशा वेळी मनुष्य आपल्या मर्जीने काहीही करू शकत नाही
mrt_03349_00275040082	गायत्री परवा डर्बनमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला ब्रुस विलिसचा पुतळा दिसला
mrt_03398_01325060590	आता देना बँकेची विसावी शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03349_00696680813	गायत्री ह्या सुट्टीत पेशावरला जाऊन तिथे चांगली पाच दिवस राहून अख्खं शहर पालथं घालणार आहे
mrt_04310_00410241795	अर्चना परवा मेक्सिकोमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला वूडी अॅलनचा पुतळा दिसला
mrt_03398_00936790698	पहिली क्रेन कधी बनवली होती ते तुम्हाला माहीत आहे का ?
mrt_02624_01738159139	अंकाई किल्ल्यावर अगस्ती ऋषींचा आश्रम आहे
mrt_02624_02057656066	जगात इतके प्रतिभावान अभिनेते आहेत तुम्हाला कोण आवडतं ?
mrt_03397_01672613405	अनुजा परवा प्रागमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला अँडी मरेचा पुतळा दिसला
mrt_03397_01940262290	मी सर्व प्रयत्न करते आहे . नेटवर्क तर स्लो नाही ?
mrt_03397_01519167653	एकोणपन्नास पूर्णांक नव्व्याण्णव डॉलरचे बेस्ट बायचे कॅमेरे आणि पासष्ट पूर्णांक नव्व्याण्णव डॉलरपासून सुरू होणारे दुसऱ्या एका दुकानाचे कॅमेरे ऑनलाईन उपलब्ध आहेत
mrt_09697_01706149010	आम्ही संयोजकांना विचारायला गेलो तेव्हा ते म्हणाले की कार्यक्रम सुरू व्हायला अजून सात तास आहेत
mrt_04310_00766834925	कदाचित एखादा माहितीपट पाहेन किंवा कदाचित दोन पाहेन
mrt_02484_01866717281	मला सगळ्यांशी मैत्री करायला आवडेल . तुमची काय सेवा करू ?
mrt_03349_00945547747	कोलकात्यात ऊन्ह नाहीये एकोणतीस अंश सेल्सिअस एवढं तापमान असून पावसाच्या सरी पडत आहेत
mrt_01523_01476553223	एक बस दोन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंधरा मिनिटं आहेत
mrt_03397_01861517025	एका वास्तूचा चौथरा अजून व्यवस्थित आहे
mrt_03349_01588057395	जगात इतके प्रतिभावान अभिनेते आहेत तुम्हाला कोण आवडतं ?
mrt_01523_00138648628	इशांत शर्मा हा मिल कुनिसचा आवडता क्रिकेटपटू आहे त्याचा सामना ती कधीच चुकवत नाही
mrt_04310_00166202583	अर्चना परवा पनॉम पेनमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला हॅरिसन फोर्डचा पुतळा दिसला
mrt_01523_00119401623	एक बस पंधरा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदं आहेत
mrt_02624_01364955455	का नाही ? काहीतरी करुया
mrt_09697_00462197358	आत्माराम भेंडे एकदा मुंबापुरी येथे गेले होते आणि त्यांनी तिथल्या काही महत्त्वाच्या व्यक्तींशी संवाद साधला होता
mrt_03397_01871151634	माफ करा मी तुम्हाला काय मदत करू ?
mrt_09697_01336827618	आफ्टर अवर्स ट्रेडिंगमधे किंमत दोन दशांश तीन टक्क्यांनी वाढून सातशे पन्नास डाॅलरवर बंद झाली आहे
mrt_04310_00421572469	अमोलला जुलै महिन्यात फेसबुकमध्ये चांगल्या पगारावर नोकरी लागली आणि त्याच्या कष्टाचे चीज झाले
mrt_03397_00703052974	मी काही चूक केली का ? कृपया फीडबॅक पाठवा
mrt_03397_00367016884	अदितीचा जन्म दोन हजार एकोणीस सालातील मार्गशीर्ष ह्या महिन्यात वर्धा इथे झाला
mrt_09697_00885454300	आपण ऑनलाइन काही सुचवण्या पाहू शकतो
mrt_09697_01846539590	आपण जगाच्या पाठीवर कुठेही वावरत असलो तरी भारतापासून कधीही दूर नसतो
mrt_02436_00784428850	आपण पृथ्वीविषयी का बोलत नाही ? चला , आपण पुढच्या प्रवासाची आखणी करुया
mrt_02484_00456016047	अशा अनेक मस्त पाककृती आहेत , ज्यांत संत्रं वापरलं जातं
mrt_02484_00598097217	अश्विनी परवा फैजलाबादमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला युसेन बोल्टचा पुतळा दिसला
mrt_02484_01396381644	तुम्ही कधी लॉ टमाटिनाबद्दल ऐकलं आहे का ?
mrt_02436_00578216398	कॅलिफोर्नियामधे उन्ह नाहीये तेथे पन्नास अंश फॅरनहाईट एवढं तापमान असून हलका पाऊस आहे
mrt_04310_01593192612	काही लोकांची अशी श्रद्धा आहे की चौदा वर्षांचा वनवास संपवून रामचंद्र सीतेसह अयोध्येला परत आला तो याच दिवसात
mrt_04310_01980762245	अभिजीतने यावर्षी भरपूर अभ्यास केला , अथक परिश्रम घेतले आणि वर्गात सहावा आला
mrt_01523_01636648479	मी तुम्हाला कोणत्याही प्रकारे मदत करू शकतो का ?
mrt_01523_00631442055	उमा थर्मन ही हा सन्मान प्राप्त झालेली बारावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_03397_01056060210	सर्वांत जुनं प्रार्थनागृह कुठे आहे हे तुम्हाला ठाऊक आहे का ?
mrt_02624_00789480651	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात अठरावा आला
mrt_03397_00839095001	एकोणीसशे अठ्याण्णव साली पश्चिम दिल्ली क्रिकेट अकादमीची स्थापना झाली आणि नऊ वर्षांचा कोहली त्यांच्या पहिल्या तुकडीचा एक सदस्य होता
mrt_01523_00914336930	उद्या सकाळी माझं लवकर आटपलं तर श्रीभवानी संग्रहालय पहायला जाण्याचा विचार आहे
mrt_01523_00779391755	उंदीर खेळताना आनंदाने हसण्याचा आवाज काढतात
mrt_03397_01629286703	मी इथे आहे काय चाललं आहे ?
mrt_02624_01238452012	अँकरचा फार मोठा इतिहास आहे
mrt_03397_01888417067	सुट्टीसाठी तयार आहात ? बुकिंग करण्यात मी तुम्हाला मदत करू शकते
mrt_04310_00653257706	अनेक मस्त ॲप्स आहेत यांतली काही ॲप्स शोधायला मी तुम्हाला मदत करू शकतो
mrt_02624_01597688219	आवडता स्टार अनेक आहेत ?
mrt_03397_00553000200	एकोणीसशे चाळीस दरम्यान त्यांनी महात्मा गांधींच्या प्रेरणेने भारताच्या स्वातंत्र्यलढ्यात भाग घेतला
mrt_03349_01613629486	क्लिंट मॅकके यांनी कालच्या मुलाखतीत गतकाळातल्या स्मृतींना उजाळा देत सांगितलं की त्यांना लहानपणी लेखक बनायचं होतं
mrt_03349_01968265930	क्लिंट मॅककेला राजस्थान रॉयल्स संघातर्फे खेळायची इच्छा तर आहे परंतु त्याची अलीकडील कामगिरी पाहता ते शक्य होईलसे वाटत नाही
mrt_03397_01346564164	मी जे केलं तेच आहे का हे तुम्ही ह्याची तक्रार इथे करू शकता ?
mrt_02624_01390727804	अठराशे पंन्नास साली वैद्यकीचा अभ्यासक्रम पुरा करणाऱ्या पदवीधरांच्या पहिल्या तुकडीत ते होते
mrt_09697_02011972457	आपण कोडी घालू शकतो . चला , पाहुया तुम्हाला किती चित्रविचित्र गोष्टी माहीत आहेत ते !
mrt_03398_00958143556	आता देना बँकेची पहिली शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_04310_00586428281	किंमत घसरून एक हजार चारशे पन्नास डॉलरवर आली
mrt_02484_00279102569	अर्बन साहित्य रोचक असतं
mrt_04310_00837866220	कधीकाळी मोगलांनी या देवळाचा विध्वंस केला तेव्हा देवीची मूर्ती पुजाऱ्याने अनेक वर्षं लपवून ठेवली होती असं म्हणतात
mrt_02624_01493321115	आपण पृथ्वीविषयी का बोलत नाही ? चला , आपण पुढच्या प्रवासाची आखणी करुया
mrt_04310_01826246565	काहीशा बुजऱ्या व बावळट अशोककुमारचा आत्मविश्वास वाढवण्यात लीला चिटणीसांचा फार मोठा हातभार आहे
mrt_01523_00809491253	एक बस पंधरा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदे आहेत
mrt_04310_01804226624	कधीकधी . पण मी तुमच्यासाठी बरीच माहिती शोधू शकते
mrt_02624_00321053508	अखेरच्या क्षणापर्यंत ते बुद्धिबळासाठी जगले
mrt_04310_01236791834	अश्विनीचा जन्म दोन हजार दहा सालातील वैशाख ह्या महिन्यात उस्मानाबाद इथे झाला
mrt_03397_01970408656	एकलव्याचं आणखी एक रहस्य उलगडतं , ते म्हणजे एकलव्य हा श्रीकृष्णाचा चुलतभाऊ होय
mrt_03397_00497474000	अनुजा परवा हांबुर्गमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला ऑरलँडो ब्लूमचा पुतळा दिसला
mrt_02624_01305582641	अक्षयने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात विसावा आला
mrt_01523_00376715767	एक बस दहा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त दोन सेकंदं आहेत
mrt_09697_00740182979	आम्ही संयोजकांना विचारायला गेलो तेव्हा ते म्हणाले की कार्यक्रम सुरू व्हायला अजून सहा तास आहेत
mrt_04310_00330059761	अश्विनीचा जन्म दोन हजार दहा सालातील अश्विन या महिन्यात मिरज इथे झाला
mrt_03349_00590518266	खूप मजा येईल मी तुम्हाला रस्ता सांगू शकतो
mrt_02484_01708299307	अर्चनाचा जन्म दोन हजार चार सालातील डिसेंबर ह्या महिन्यात लुधियाना इथे झाला
mrt_04310_00190526513	अभिजीतनं यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात अठरावा आला
mrt_04310_00167761732	अश्विनी परवा सानामध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला जॅक निकल्सनचा पुतळा दिसला
mrt_04310_01413808074	काही महिन्यांतच त्याची पहिली आवृत्ती संपली
mrt_04310_00246583037	कधीकधी मला ठाऊक नसलेल्या गोष्टी ठाऊक करून घेण्याचा प्रयत्न करतो
mrt_04310_01353423670	अभिजीतने यावर्षी भरपूर अभ्यास केला अथक परिश्रम घेतले आणि वर्गात तेरावा आला
mrt_02624_01728870216	अरे मी आता स्वतःची स्तुती कशी बर करू ?
mrt_02484_01050834032	अवरोध आणि कटकटी चालू राहिल्यामुळे अध्यक्षांनी कामकाजाचा शेवट करायला सांगितलं
mrt_04310_00447747199	किंमत दोन पूर्णांक तीन टक्क्यांनी घटून डॉलर एक हजार चारशे पन्नास झाली आहे
mrt_04310_02137597238	अर्चना परवा अबु धाबीमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला आर्नोल्ड श्वार्झनेगरचा पुतळा दिसला
mrt_02484_01114268651	मला कळलं नाही . तुम्हाला मला काय विचारायचं होतं ?
mrt_03397_00727685966	एकलव्याच्या या उत्तराने अर्जुन अस्वस्थ झाला
mrt_02624_00371369560	अच्छा मी काही मदत करू शकतो का ?
mrt_03397_01552996437	मी मदत करायला तयार आहे . तुमच्यासाठी काही करू का ?
mrt_03397_00026847920	मी ठीक आहे . माझ्यासाठी काय आज्ञा आहे ?
mrt_04310_01181279747	अमोलला वैशाख महिन्यात कॅननमध्ये चांगल्या पगारावर नोकरी लागली आणि त्याच्या कष्टाचे चीज झाले
mrt_04310_00786417497	अरे आता तर मला फक्त ह्या चादरी धुवायच्या आहेत
mrt_03397_01557389442	एकशे वीस क्रमांकाच्या विमानात आता प्रवासी चढत आहे
mrt_03398_01377180824	आता एच डी एफ सी बँकेची सतरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_02624_02073249739	जगात इतके प्रतिभावान अभिनेते आहेत . तुम्हाला कोण आवडतं ?
mrt_03398_01752219388	तुम्हाला वाट पहावी लागली का क्वचित कधी माझा वेग मंदावतो ?
mrt_04310_00603334214	अश्विनीचा जन्म दोन हजार बारा सालातील जुलै ह्या महिन्यात मनमाड इथे झाला
mrt_03398_00492120024	आता एच डी एफ सी बँकेची अकरावी शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_04310_00508532004	अर्चना परवा कासाब्लांकामधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला रिचर्ड निक्सनचा पुतळा दिसला
mrt_01523_00636381301	एक बस दहा मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त साठ मिनिटं आहेत
mrt_04310_02132308688	कदाचित ह्यामुळे तुम्हाला आनंद मिळेल
mrt_04310_01570485376	कधीकधी माझ्याकडून चुका होतात . पण मी नेहमीच त्यातून काहीतरी शिकण्याचा प्रयत्न करते
mrt_04310_00102425121	अर्चना ह्या सुट्टीत बोगोताला जाऊन तिथे चांगली आठ दिवस राहून अख्खं शहर पालथं घालणार आहे
mrt_03397_02081237379	एक बस वीस मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पंचेचाळीस मिनिटं आहेत
mrt_02484_01596794116	अशा प्रत्येक वेळी ते अमरावतीमधल्या श्रीयुत खापर्डेंच्या घरी रहायचे
mrt_02624_00081409212	ऐकून छान वाटलं . तुमच्यासाठी मी काय करू शकते का ?
mrt_01523_01504291582	एक बस चार तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच मिनिटे आहेत
mrt_03397_01140925971	अनुजा परवा प्रागमधे गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला अँडी मरेचा पुतळा दिसला
mrt_09697_01398744624	आदित्यने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा तिसरा गिर्यारोहक बनला
mrt_04310_01773847270	कधीकधी पण मी तुमच्यासाठी बरीच माहिती शोधू शकतो
mrt_01523_00220035026	ए बी डी व्हिलियर्स यांनी कालच्या मुलाखतीत गतकाळातल्या स्मृतींना उजाळा देत सांगितले की त्यांना लहानपणी लोहार बनायचे होते
mrt_03398_01675504879	पण मी तुम्हाला कशी हाक मारू ?
mrt_09697_00408171750	आदितीचा जन्म दोन हजार अठरा सालातील कार्तिक या महिन्यात अमरावती इथे झाला
mrt_02624_00635263211	तुम्हाला कशाबद्दल काळजी वाटतेय का ?
mrt_03349_01882279627	खूप छान मी तुमच्यासाठी काय करू शकतो ?
mrt_03349_01216747945	छान . मी तुमच्यासाठी काय करू शकते ?
mrt_03349_00152720682	गायत्री परवा लॉस एंजेल्समध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला डॅनियेल रॅडक्लिफचा पुतळा दिसला
mrt_01523_01600120189	उद्या सकाळी माझं लवकर आटपलं तर लोकमान्य टिळक संग्रहालय पहायला जाण्याचा विचार आहे
mrt_03397_00735762473	मी विचार करतीये की जर पाणीपुरीमध्ये पाणी नसतं तरीही तिला पाणीपुरीच म्हटलं असतं का ?
mrt_03349_02139058477	गायत्री परवा मनिलामध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला हॅरी ट्रुमनचा पुतळा दिसला
mrt_02484_00229917210	तुम्ही स्मार्ट आहात . काही प्रश्न विचारू ?
mrt_03398_00357353298	आता अ‍ॅक्सिस बँकेची अठरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_02484_00007602377	धुकं कशामुळे तयार होतं ते माहीत आहे का तुम्हाला ?
mrt_03397_01471505699	मी ठीक आहे काय सेवा करू तुमची ?
mrt_03349_01126065619	खारीचे गाल भरल्यावर तिच्या डोक्याच्या तिप्पट आकाराचे होऊ शकतात
mrt_03397_01998591839	अ‍ॅन हॅथवे ही हा सन्मान प्राप्त झालेली बारावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_02624_00972513398	तुम्हाला एकच मिळालं का ?
mrt_01523_01704944723	उमा थर्मन ही हा सन्मान प्राप्त झालेली पंधरावी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_02436_01887371303	अरे मी आता स्वतःची स्तुती कशी बर करू ?
mrt_09697_01225872352	आता सिंडिकेट बँकेची पाचवी शाखा महात्मा फुले मंडईजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_01523_02105188125	एक बस पाच मिनिटांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पाच सेकंदं आहेत
mrt_02436_01355979279	कृष्णदेवरायाने जमीनसुधारणा करून मुबलक पाणीपुरवठ्यासाठी धरणं व पाटबंधारे बांधले होते
mrt_03397_01287550087	एर्नाकुलममध्ये ताशी सहा मैल वेगाने वारे वाहत आहेत
mrt_02624_00804313036	अकबर हा बाबरच्या वंशजांमधील एकच निरक्षर बादशहा असला तरी त्याला स्वतःला कधी याची उणीव भासली नाही
mrt_03349_00662348299	गायत्री ह्या सुट्टीत हवानाला जाऊन तिथे चांगली आठ दिवस राहून अख्खं शहर पालथं घालणार आहे
mrt_03349_00655679080	छान मी तुमच्यासाठी काय करू शकतो ?
mrt_04310_00398357256	अनुजाचा जन्म दोन हजार सोळा सालातील ऑक्टोबर ह्या महिन्यात अकोला इथे झाला
mrt_03397_01872086289	एका भक्ताला स्वप्नात देवळाच्या मागच्या तळ्यात पाण्यात पडलेली मूर्ती दिसली
mrt_03397_02036112902	एमा वॉटसन ही हा सन्मान प्राप्त झालेली पाचवी महिला आहे आणि याचा तिला रास्त अभिमान आहे
mrt_03398_01436708238	आता अ‍ॅक्सिस बँकेची अठरावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03397_00987298291	एकदा असुरांच्या त्रासाला कंटाळून सर्व स्त्रिया महालक्ष्मी गौरीकडे गेल्या आणि त्यांनी आपले सौभाग्य अक्षय्य करण्याविषयी तिची प्रार्थना केली
mrt_03398_01641960045	तुम्हाला तर मला प्रश्न विचारायचे होते ना ?
mrt_03397_00279761515	असे अनेक विषय त्यांच्या साहित्यात आहेत
mrt_03349_01251873921	खूप छान . मी तुम्हाला रोबॉटबद्दलच्या ताज्या बातम्या दाखवू शकते
mrt_04310_01645685307	काही लोक कुबेराची पूजा करतात तर काही लोक देवीची पूजा करून तूपभात व साखर खातात
mrt_04310_01448736973	कानपूर सेंट्रल रेल्वे स्थानक हे या मार्गावरील दहावे स्थानक असून येथे ट्रेन बराच वेळ थांबते
mrt_04310_00556842336	अश्विनीचा जन्म दोन हजार वीस सालातील माघ या महिन्यात बार्शी इथे झाला
mrt_02624_00501847758	अक्षयने गेल्या महिन्यात हे शिखर सर केले आणि तो या शिखरावर आपले पाय रोवणारा विसावा गिर्यारोहक बनला
mrt_03397_00742586436	एर्नाकुलममधे ताशी सहा मैल वेगाने वारे वाहत आहेत
mrt_04310_01159433407	अनुजाचा जन्म दोन हजार वीस सालातील जून ह्या महिन्यात मुर्तिजापूर इथे झाला
mrt_03398_00274947983	आता देना बँकेची विसावी शाखा फॅशन स्ट्रीटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_02436_01765657403	केतकीला यानिमित्त सव्वा तीन हजार रुपयांचे भरघोस बक्षीस मिळाले आणि तिने लगेच हे पैसे आपल्या आईवडलांना दिले
mrt_01523_00588579421	एक बस तीन तासांपूर्वी येऊन गेली आणि पुढची बस यायला अजून फक्त पन्नास मिनिटं आहेत
mrt_02436_01445823883	ओह . मी काय मदत करू ?
mrt_09697_02139010528	आता सारस्वत बँकेची सातवी शाखा फॅशन स्ट्रीटजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_03397_01639364154	अनुजा परवा बुखारेस्टमध्ये गेली होती तेव्हा तिथल्या एका रस्त्यावर तिला टॉम क्रूझचा पुतळा दिसला
mrt_03397_01786212090	हाय ! मी तुमच्यासाठी काय करू शकते ?
mrt_03398_01563812367	आता अ‍ॅक्सिस बँकेची बारावी शाखा महात्मा ज्योतिबा फुले मंडईजवळ उघडते आहे परवा तिचा उद्घाटन समारंभ आहे
mrt_02484_00307711619	मला फारसा अनुभव नाही तुम्हाला माझ्याकडून काय मदत हवी आहे ?
mrt_03398_01993735336	आज लंडनमधे कमाल तापमान पंचवीस अंश सेल्सिअस असेल असा अंदाज आहे
mrt_09697_00889389312	बोला मी तुमच्यासाठी काय करू शकतो ?
mrt_03397_00436678540	अदितीचा जन्म दोन हजार बारा सालातील वैशाख ह्या महिन्यात इंदूर इथे झाला
mrt_01523_00630980122	मी मदत करायला तयार आहे . तुमच्यासाठी काही करू का ?
mrt_03398_00288673937	आता अ‍ॅक्सिस बँकेची बारावी शाखा तुळशीबाग मार्केटजवळ उघडते आहे , परवा तिचा उद्घाटन समारंभ आहे
mrt_04310_01771131405	कसोटी क्रिकेटमधे चांगल्या धावा करणारा द्रविड त्याच्या एकदिवसीय क्रिकेटमधल्या खराब स्ट्राईक रेटमुळे वारंवार टीकेचा धनी होत होता
mrt_02436_00450751789	एखादा इमोजी गेम खेळून पाहण्याबद्दल तुमचं काय मत आहे ?
mrt_02436_00846045144	किशोर कुमारने एक्क्याएंशी चित्रपटांत काम केलं आहे
